startt_uid,company-name,match_industry,match_sector,match_subsector
st-c-6112,Hush,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-6113,Holiday Tribe,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-6115,QuID Cash,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6116,Revrag,Telecommunications,Network AI & Automation,AI-Powered Operations
st-c-6118,Impact,Technology & Digital Innovation,Data & Analytics,Business Intelligence
st-c-6119,Sharang Shakti,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-6120,D'Moksha Homes,Consumer Goods & Services,Household Products,Home Textiles & Furnishings
st-c-6121,Nojoto,Entertainment & Media,Media Production & Distribution,OTT Platforms
st-c-6122,Great Manager Institute,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-6123,Solinas Integrity,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Industrial Robotics & Automation
st-c-6124,Avaz,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-6125,Aretto,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-6126,Helium,Financial Services & FinTech,Web3 & Emerging Tech,Blockchain & Cryptocurrency
st-c-6127,WHOLE LEAF ORGANICS,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-6128,Weeclu,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6129,Curry it,Personal Services,Personal Assistance & Lifestyle,Concierge Services
st-c-6131,Magma,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6132,Inner Being Wellness,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6133,InsideIIM,Education & EdTech,EdTech,Educational Content & Curriculum
st-c-6134,Supersquad,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-6138,Atmana,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-6139,Instago,Transportation & Logistics,Transportation Services,Ride-hailing & Taxi Services
st-c-6140,Giant Tech Labs( Shouut),Retail & Digital Commerce,Retail Technology,In-store Technology
st-c-6141,NOW Bike Taxi,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-6142,Secret Alchemist,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-6143,SprintAI,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-6145,Buildpan,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-6146,The Blue Book,Real Estate & Construction,Construction Tech,Construction Management Software
st-c-6147,Reach Accountant,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-6148,GIBots,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6150,The Mumum Co.,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6151,OhLocal,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6152,Exoticamp,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-6153,Jaipur Watch Company,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-6154,Daakia,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6156,MediSimVR,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Surgical Instruments & Supplies
st-c-6157,Backspace Tech,Energy & Utilities,Energy Technology & Innovation,Energy Analytics & Software
st-c-6159,Meras Plugins,Automotive & Components,Automotive Technology,EV Charging Infrastructure
st-c-6160,upcred.ai,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6161,Zesty Kitchen,Food & Beverage,Food & Beverage Technology,Food Analytics & AI
st-c-6162,Plunes Healthcare,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,AI Diagnostics
st-c-6164,Kritsnam Technologies,CleanTech & Sustainability,Water Management,Smart Water Systems
st-c-6165,Head Held High,CleanTech & Sustainability,Renewable Energy,Hydrogen Energy Solutions
st-c-6167,Xpresslane.in,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6168,PocketATM,Technology & Digital Innovation,Enterprise Software & Services,Software Development
st-c-6171,Earthful,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6172,GRE Renew Enertech,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-6173,Social Hardware,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Wearable Health Devices
st-c-6175,IntensAquatica,Agriculture & AgriTech,Agricultural Produce,Fisheries & Aquaculture
st-c-6176,QShala,Education & EdTech,EdTech,E-Learning Platforms
st-c-6177,Nasher Miles,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6178,Mojostreet,Retail & Digital Commerce,E-commerce,Social Commerce
st-c-6179,BetterInvest,Entertainment & Media,Entertainment Technology,Media Analytics & Measurement
st-c-6180,Enlog,Energy & Utilities,Energy Technology & Innovation,IoT & Digital Energy Solutions
st-c-6181,CollegeSearch,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6182,Panorama Studios,Entertainment & Media,Media Production & Distribution,Content Studios
st-c-6183,SocialCops,Technology & Digital Innovation,Data & Analytics,Data Visualization
st-c-6184,Habbit Health,Food & Beverage,Food Products & Processing,Plant-based & Alternative Proteins
st-c-6185,Brown Living,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6186,Alchemyst AI,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6187,Sunday,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6188,Bluerickshaw,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6189,Moneysights,Financial Services & FinTech,Investment & Wealth Tech,Financial Research Tools
st-c-6190,Fairylife,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6192,Dorje Teas,Food & Beverage,Beverages,Specialty Coffee & Tea
st-c-6193,Paisagrowth,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6194,Gigzoe,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-6195,i7 Networks,Technology & Digital Innovation,Cybersecurity,Identity & Access Management
st-c-6196,WishNew Wellness,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-6197,Mushin Innovative Labs,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Industrial IoT Solutions
st-c-6198,InfyU Labs,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6199,TournamentOS,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6203,ReFit Global,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-6204,WIMWIsure,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6205,HyperleapAI,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6207,O'2 Nails India,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-6208,ErlySign,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-6209,NextMeet,Education & EdTech,EdTech,E-Learning Platforms
st-c-6210,Tsepak Technologies,Retail & Digital Commerce,Quick Commerce,Grocery Quick Delivery
st-c-6211,TresMoto,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-6212,Hobit,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-6213,SocialBoat,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-6214,Upside Health,Food & Beverage,Food Products & Processing,Ready-to-eat/Ready-to-cook
st-c-6216,Toffee Coffee Roasters,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6217,EZMove,Personal Services,Home Services,Moving & Relocation
st-c-6218,InCights Mobile Solutions,Technology & Digital Innovation,Cybersecurity,Identity & Access Management
st-c-6219,Roll Mafia,Food & Beverage,Restaurant & Food Service,Quick Service Restaurants
st-c-6220,Transport on Demand (ToD),Transportation & Logistics,Transportation Services,Public Transportation Tech
st-c-6221,EV Plugs,Automotive & Components,Automotive Technology,EV Charging Infrastructure
st-c-6222,TRDR,Financial Services & FinTech,Investment & Wealth Tech,Financial Research Tools
st-c-6223,Chatar Patar,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6224,Chtrbox,Retail & Digital Commerce,E-commerce,Social Commerce
st-c-6225,The Switch Fix,CleanTech & Sustainability,Waste Management & Recycling,E-Waste Management
st-c-6226,Healspan,Financial Services & FinTech,InsurTech,Digital Insurance Platforms
st-c-6227,NG Earsafe,Consumer Goods & Services,Consumer Electronics,Wearable Technology
st-c-6229,Gamestacy,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-6233,Ladakh Brew,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6234,Oriana Power,Energy & Utilities,Energy Equipment & Services,Power Generation Equipment
st-c-6237,Clickokart,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6238,FindYogi,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6239,Joognu,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-6241,Subtl AI,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6242,Urjas,CleanTech & Sustainability,Waste Management & Recycling,Waste-to-Energy Solutions
st-c-6243,AskLaser,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-6244,Callmatic,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6245,HoneyVeda,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6246,SoupX,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-6250,Genefied.ai,Retail & Digital Commerce,E-commerce,Direct-to-Consumer (D2C) Brands
st-c-6251,Aadvik Foods,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6252,Healthy Master,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-6254,Sohamm Snacks,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6255,Trendieapp,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-6256,Resume-Clip,Financial Services & FinTech,Web3 & Emerging Tech,Decentralized Finance (DeFi)
st-c-6258,Chefling,Food & Beverage,Food & Beverage Technology,Kitchen Automation
st-c-6259,The Quirky Naari,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-6261,Urja Sathi,Energy & Utilities,Energy Technology & Innovation,Energy Trading Platforms
st-c-6264,TheShoppingPro,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-6265,Rize Bar,Food & Beverage,Beverages,Craft Beverages
st-c-6268,ToRoots,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-6269,Farm Infinity,Agriculture & AgriTech,Agricultural Inputs & Services,Agri-Finance
st-c-6270,Fermentech Labs,Agriculture & AgriTech,AgriTech,Agricultural Biotechnology
st-c-6271,Matrix Geo Solutions,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-6274,Yellow,Technology & Digital Innovation,Enterprise Software & Services,IT Infrastructure Management
st-c-6275,Monsoon CreditTech,Financial Services & FinTech,Financial Infrastructure,Credit Scoring & Analytics
st-c-6276,Rootefy,Real Estate & Construction,PropTech,Fractional Ownership Platforms
st-c-6279,Kaatil,Textiles & Apparel,Technical Textiles,Composite & Nanomaterials
st-c-6280,Instinct Innovations,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Health Analytics & AI
st-c-6281,Jumboking,Food & Beverage,Restaurant & Food Service,Culinary Education & Training
st-c-6282,Verteil Technologies,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6284,Movense,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-6286,Mitsu,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-6287,Saral Designs,Consumer Goods & Services,Personal Products,Grooming & Hygiene Products
st-c-6288,Xume,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,AI Diagnostics
st-c-6289,Venuelook,"Travel, Hospitality & Experiences",Event Services,Venue Discovery & Booking
st-c-6290,Annapurna Swadisht,Financial Services & FinTech,Investment & Wealth Tech,Wealth Management Solutions
st-c-6291,Awaz,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6292,ADDA,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-6293,The biohacker,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6295,HappyShappy,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6299,Enrouto,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6300,VillFarm,Agriculture & AgriTech,Agricultural Inputs & Services,Fertilizers & Crop Protection
st-c-6301,Tritiyaa Fine Jewellery,Financial Services & FinTech,Web3 & Emerging Tech,Blockchain & Cryptocurrency
st-c-6302,Sicora Technologies,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Drug Delivery Systems
st-c-6303,Vieroots Wellness Solution,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-6305,Kaia,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-6306,Blod.in,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-6307,Helo Protocol,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-6308,trackNOW,Automotive & Components,Automotive Technology,Vehicle Telematics & Diagnostics
st-c-6309,TBS Planet Comics,Entertainment & Media,Media Production & Distribution,OTT Platforms
st-c-6313,BitScale,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6317,SportsSkill,Technology & Digital Innovation,Data & Analytics,Data Visualization
st-c-6319,Traqo.io,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-6320,Anny,Professional & Business Services,Office & Facilities Management,Corporate Gifting
st-c-6321,Automoto,Automotive & Components,Auto Sales & Service,Digital Automotive Retail
st-c-6324,Anubal Fusion,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-6326,Mithron,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-6327,BitSave,Financial Services & FinTech,Web3 & Emerging Tech,Blockchain & Cryptocurrency
st-c-6328,Reslink,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-6329,CarEasy,Automotive & Components,Automotive Technology,Connected Vehicle Technology
st-c-6330,Tridex Bazaar,Retail & Digital Commerce,Niche E-Commerce Platforms,Other Niche Category Marketplaces
st-c-6331,PadelPark,Retail & Digital Commerce,Retail Technology,Customer Loyalty Platforms
st-c-6332,Tarrakki,Financial Services & FinTech,Financial Infrastructure,API Banking
st-c-6334,Quriverse,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
