startt-ppa-id,personalInformation_name,company,designation,period
,Sridhar Sankararaman,ICICI Bank,Manager-Global Markets Group,Jul 2003 - Apr 2005
,Sridhar Sankararaman,Ernst & Young (formerly Arthur Andersen),Executive,Jun 2001 - Jul 2003
,Srinivas Kollipara,Biome,Managing Partner,Jan 2024 - Present
,Srinivas Kollipara,Global Entrepreneurship Network,"Founding President, India",Nov 2017 - Present
,Srinivas Kollipara,Xelpmoc Design & Tech Limited,Group President - Startup Ventures,Aug 2021 - Dec 2023
,Srinivas Kollipara,Hunch Ventures & Investments Pvt Ltd,Partner,Feb 2019 - Jun 2020
,Srinivas Kollipara,T-Hub Hyderabad,nan, - 
,Srinivas Kollipara,Founder Institute,Director,May 2014 - Sep 2016
,Srinivas Kollipara,IIIT Hyderabad,Chief Operating Officer,Sep 2013 - Feb 2015
,Srinivas Kollipara,Transgene Biotek Ltd.,Vice-President,May 2003 - Mar 2011
,Srinivas Kollipara,"PeopleSoft, Inc.",Senior Product Strategy Manager,Sep 2001 - Dec 2002
,Srinivas Kollipara,Aspect Software,Senior Product Manager,Apr 2000 - Aug 2001
,Srinivas Tirupati,SAB-Miller India,Vice President - Corporate Affairs,Oct 2010 - Present
,Srinivas Tirupati,Tata Business Support Services,Vice President - (I&A); CIO,Jun 2009 - Sep 2010
,Srinivas Tirupati,UBS Service Centre (India) Private Ltd,Head - Security,Jan 2006 - Dec 2008
,Srinivasan Namala,Avammune Therapeutics,Founder,Jan 2020 - Present
,Srinivasan Namala,Aten Porus Lifesciences,Director,Mar 2015 - Present
,Srinivasan Namala,PORUS LABORATORIES PRIVATE LIMITED,Former CEO - Porus Laboratories (P) Limited,Jun 2003 - Sep 2023
,Srinivasan Namala,OHM LABORATORIES INC,Trainee - Product Development & Technical Services,Jan 2001 - Jul 2001
,Srivats Ram,Wheels India Limited,Managing Director,Jan 1994 - Present
,Subrata Mitra,Accel,Partner,Aug 2008 - Present
,Subrata Mitra,Erasmic Venture Fund,General Partner,Jan 2005 - Present
,Subrata Mitra,"Tavant Technologies, Inc.","G.M., India",Apr 2002 - Jan 2004
,Subrata Mitra,"Firewhite, Inc.",V.P. Engineering,Jan 1999 - Mar 2002
,Subrata Mitra,IBM,Development Staff Member,Jan 1994 - Dec 1998
,Sudalai Rajkumar,Tiger Analytics,AI Innovations,Jul 2014 - Present
,Sudalai Rajkumar,Multiple Companies,AI / ML Advisor,Jun 2021 - Present
,Sudalai Rajkumar,Growfin.ai,Head of AI & ML,May 2022 - Feb 2024
,Sudalai Rajkumar,H2O.ai,Lead Data Scientist - NLP,Apr 2018 - May 2021
,Sudalai Rajkumar,Freshworks Inc. (formerly Freshdesk),Lead Data Scientist,Aug 2016 - Mar 2018
,Sudalai Rajkumar,Global Analytics,Team Lead - R&D,May 2010 - Jul 2014
,Sudhir Chukkapalli,Self-Employed,Investor,Jun 2001 - Present
,Sudhir Chukkapalli,Vimukti Technologies,Director,Aug 2001 - Apr 2004
,Sudhir Rao,IndusAge Capital,Founder, - Present
,Sudhir Rao,Karvy Investor Services Ltd.,Founder Director,Jan 1990 - Dec 1999
,Sudhir Rao,Karvy Stockbroking Ltd.,Founder Director,Jan 1989 - Dec 1999
,Sudhir Rao,Netfinex India Ltd.,Founding Investment Partner and MD,Jan 1999 - Dec 2001
,Sudhir Rao,Bank of Punjab Ltd.,Ex Non Executive Director,Jan 2003 - Dec 2005
,Sujan Sinha,Stragility Consulting Private Limited,Director,Apr 2019 - Present
,Sujan Sinha,SkyBits Technologies Pvt. Ltd.,Senior Advisor,May 2019 - Present
,Sujan Sinha,TKWs Institute of Banking & Finance,Advisory Board Member,Jul 2017 - Present
,Sujan Sinha,Shriram Housing Finance Limited,Managing Director & C.E.O.,Nov 2010 - Aug 2018
,Sujan Sinha,Axis Bank,Senior Vice President,Nov 1998 - Nov 2010
,Sujan Sinha,Summit Usha Martin Finance Ltd.,Chief Manager,May 1996 - Oct 1998
,Sujan Sinha,State Bank of India,Manager,Dec 1981 - Apr 1996
,Sujit Jain,Netsurf Communications Pvt. Ltd,Chairman and Managing Director,Feb 2000 - Present
,Sumit Bohra,Indianivesh Insurance Brokers Pvt. Ltd.,CEO,Jan 2004 - Present
,Sunil Mittal,Airtel Africa,Financial Controller,Jul 2018 - Present
,Sunil Mittal,Aircel,AGM,Apr 2011 - Jan 2012
,Sunil Mittal,Videocon Telecommunications Ltd,Senior Manager - CFH,May 2010 - Apr 2011
,Sunil Mittal,Bharti Airtel Limited,Senior Manager,Mar 2007 - May 2010
,Sunil Mittal,Reliance Infocomm,Channel Accounting Head At Chandigarh,Jan 2003 - Mar 2007
,Sunil Potturi,Sid's Farm,Chief Technology Officer,May 2024 - Present
,Sunil Potturi,Sids Farm - D2C Dairy Brand,Startup Mentor and Investor,Apr 2023 - Apr 2024
,Sunil Potturi,HighRadius,Associate Vice President - Product Strategy & Operations,Oct 2021 - Mar 2023
,Sunil Potturi,Cintelio,Co-Founder and CEO,Jun 2019 - Oct 2021
,Sunil Potturi,Forcitude Consulting,Co-Founder and Director,Mar 2018 - Sep 2021
,Sunil Potturi,MediaMint,Chief Delivery Officer,Apr 2015 - Jan 2018
,Sunil Potturi,Deloitte Consulting,Manager,Jan 2007 - Mar 2015
,Sunil Potturi,Diebold,Consultant,Jul 2006 - Dec 2006
,Sunil Sood,Vodafone Idea Limited,Director,Feb 2021 - Present
,Sunil Sood,Indus Towers Limited,Director,Jan 2010 - Present
,Sunil Sood,Vodacom Group,Director,Jul 2018 - Dec 2023
,Sunil Sood,Vodafone Group Services Ltd,"Group Commercial Director (Africa, ME, Asia, Pacific)",Sep 2018 - Sep 2020
,Sunil Sood,Vodafone Group,Group Mpesa Director,Sep 2018 - Sep 2020
,Sunil Sood,Vodafone India,MD & CEO India,Apr 2015 - Aug 2018
,Sunny Bajaj,INDmoney,General Counsel & Chief Compliance Officer,Feb 2021 - Present
,Sunny Bajaj,CarDekho,Director - Compliance & Regulatory,Dec 2015 - Feb 2021
,Sunny Bajaj,Zomato,AVP- Legal & Compliance,Jul 2015 - Dec 2015
,Sunny Bajaj,ValueFirst Digital Media Pvt. Ltd.,Head - Legal & CS,May 2012 - Jul 2015
,Sunny Bajaj,A2Z INFRA ENGINEERING LIMITED,Sr. Manager- Legal & CS,Jan 2010 - May 2012
,Sunny Bajaj,DR ASSOCIATES,Associate,Jul 2008 - Nov 2009
,Suraj Saharan,Delhivery,Co-Founder,Apr 2011 - Present
,Suraj Saharan,Bain & Company,Consultant,Aug 2006 - Aug 2011
,Suraj Saharan,Unique Identification Authority of India,Project Manager,Oct 2010 - Apr 2011
,Suraj Saharan,ICICI Lombard,Customer Service Manager,Jul 2005 - Aug 2006
,Suramya Choudhary,Binary Semantics Ltd.,Chief Compliance LoB and Product Leader,Aug 2016 - Present
,Suramya Choudhary,Amosta Solutions Pvt. Ltd.,Intern,Jan 2016 - Jul 2016
,Suramya Choudhary,Hughes Systique Corporation (HSC),Intern,Jun 2015 - Jul 2015
,Suresh Kumar Pinglay,Walnut Knowledge Solutions,Advisory Board Member,Jul 2017 - Present
,Suresh Kumar Pinglay,Oracle Financial Services Software Ltd,"Vice President - Banking Products, OFSS",Feb 1999 - May 2017
,Suresh Kumar Pinglay,Stock Holding Corporation of India Ltd,Divisional Manager,Oct 1989 - Jan 1999
,Suresh Kumar Pinglay,PAADHAI Core Group,Program Manager - Pragati,Apr 2022 - Present
,Suresh Sambandam,Kissflow,Founder & CEO,Jun 2013 - Present
,Suresh Sambandam,SaaSBoomi,Co-Founder,Jan 2018 - Present
,Suresh Sambandam,"Determine, a Corcentric Company",Director of Engineering,May 2000 - Dec 2003
,Suresh Sambandam,HP,Software Analyst,May 1997 - May 2000
,Suresh Sambandam,SISS Pvt Ltd,Co-Founder & Director,May 1993 - May 1996
,Sushanto Mitra,Lead Invest,Founder & CEO,Mar 2025 - Present
,Sushanto Mitra,Lead Angels,Founder & CEO,Jul 2013 - Mar 2025
,Sushanto Mitra,Society for Innovation & Entrepreneurship (SINE),Chief Executive Officer,Sep 2007 - Sep 2012
,Sushanto Mitra,Techcap India,Principal,Apr 2000 - Sep 2007
,Sushanto Mitra,Meghraj SP Corporate Finance,Equity Research,Jan 1994 - Dec 1998
,Sushanto Mitra,Price Waterhouse Coopers,Consultant,Jan 1989 - Dec 1991
,Sushanto Mitra,HCL,Marketing Executive,Jan 1988 - Dec 1989
,Tanuj Shori,Square Yards,Chief Executive Officer,Jun 2014 - Present
,Tanuj Shori,Nomura International plc,"Executive Director, Equities",Sep 2008 - Jun 2014
,Tanuj Shori,Lehman Brothers,Equity Analyst,Jan 2006 - Sep 2008
,Tanuj Shori,Standard Chartered Bank,Graduate Associate,Aug 2005 - Dec 2005
,Tarush Awasthi,The Xander Group,Vice President,Jul 2020 - Present
,Tarush Awasthi,Bodhi Capital,Founding Portfolio Manager,Apr 2019 - Aug 2020
,Tarush Awasthi,Ashoka Investments Club,Member,Sep 2018 - Aug 2020
,Tarush Awasthi,L&T Financial Services,Market Analyst,Dec 2018 - Jan 2019
,Tarush Awasthi,ORACLE CAPITAL,Intern,Jun 2018 - Jul 2018
,Tarush Awasthi,InterMind Global,Trainer,May 2017 - Jul 2017
,Tarush Awasthi,Yale Model Government Europe,Assistant Director,Nov 2016 - Nov 2016
,TCM Sundaram,Chiratae Ventures,Founder & Vice Chairman,Oct 2006 - Present
,TCM Sundaram,Venture Infotek Global Pvt Ltd,CFO & President - Corporate Services,Jan 2002 - Sep 2006
,TCM Sundaram,Walden International,Investment Manager,Jan 1999 - Dec 2001
,TCM Sundaram,Wipro,General Manager,Jan 1982 - Dec 1998
,TCM Sundaram,Wipro Finance Limited,Finance & Accounts Manager,Jan 1987 - Dec 1995
,TCM Sundaram,Ashok Leyland Ltd,General Manager,Jan 1995 - Dec 1998
,Siva Shankar,Tonbo Imaging,Chief Financial Officer,Apr 2020 - Present
,Siva Shankar,SPML Infra Limited,Independent Director,Jun 2021 - Present
,Siva Shankar,Arpwood Capital,Operating Partner,Jul 2021 - Oct 2022
,Siva Shankar,The Rohatyn Group,"Managing Director, Private Equity",Dec 2013 - Mar 2020
,Siva Shankar,Citi,"Director, Private Equity",Apr 1991 - Nov 2013
,Umang Nahata,Mastek,CEO,Apr 2022 - Present
,Umang Nahata,Orange Orbit LLP,Managing Partner,Jun 2024 - Present
,Umang Nahata,Evosys,Chief Executive Officer,May 2006 - Nov 2022
,Umang Nahata,GTL Limited,Program Manager,May 2004 - May 2006
,Umang Nahata,KPIT Cummins Infosystems Limited,Consultant,Jan 2003 - Dec 2004
,Upneet Grover,LH2 Holdings,Founder,Sep 2024 - Present
,Upneet Grover,CollegeDekho,"Leading GMU, IELTSMaterial and GetGIS",Jan 2022 - Dec 2024
,Upneet Grover,Angel Investor,Angel Investor,Jan 2023 - Dec 2023
,Upneet Grover,GetMyUni,Founder and CEO (Acq. CollegeDekho Group),May 2015 - Feb 2022
,Upneet Grover,IELTSMaterial.com,Founder (Acq. Collegedekho Group),Jan 2021 - Dec 2022
,Upneet Grover,The College Monk,Founder (Acq. VentureKite),Jun 2019 - Dec 2020
,Upneet Grover,Bennett Coleman and Co. Ltd. (Times Group),Chief of Staff | Office of the CEO and Vice Chairman,Jan 2014 - Feb 2015
,Upneet Grover,Deloitte Consulting [Strategy and Operations],Senior Consultant,Apr 2011 - Jan 2014
,Upneet Grover,Faculty of Management Studies - University of Delhi,General Secretary [Student Council],Mar 2010 - Apr 2011
,Upneet Grover,Infosys Technologies Ltd,Software Engineer,Aug 2007 - Feb 2009
,Utpal Doshi,Ignition Capital Advisors,Founder,Oct 2024 - Present
,Utpal Doshi,Self-employed,Startup Investor,Apr 2016 - Present
,Utpal Doshi,100X.VC,Partner - Corporate Venture Capital,Jul 2022 - Oct 2024
,Utpal Doshi,Wockhardt Ltd.,Head - Global Tax,Oct 2021 - Jul 2022
,Utpal Doshi,Deloitte,Director - Transfer Pricing,Jun 2017 - Sep 2021
,Utpal Doshi,Ernst & Young,nan, - 
,Utpal Doshi,Price Waterhouse Coopers,Senior Executive,Sep 2004 - May 2007
,Utpal Doshi,Bansi S Mehta & Co,nan, - 
,V Sumantran,Celeris Technologies,Chairman,Jan 2014 - Present
,V Sumantran,Ashok Leyland,Vice Chairman,Jan 2009 - Dec 2014
,V Sumantran,Tata Motors,Executive Director and Chief Executive - Passenger Car Business,Jan 2001 - Dec 2005
,V Sumantran,General Motors,Director of Advanced Engineering and Technologies,Jan 1985 - Dec 2001
,Vedant Loyalka,Loyalka Family Office,Chief Investment Officer,Jul 2018 - Present
,Vedant Loyalka,Curae Health,Chairman,Jul 2017 - Jan 2024
,Vedant Loyalka,Jaipur Ceramics Pvt. Ltd.,Director,Sep 2003 - Jun 2017
,Veera Lokesh Ayireddy,Western Digital,Director Corporate Strategy,Oct 2018 - Present
,Veera Lokesh Ayireddy,NetApp,"Senior Manager - Customer Intelligence, Corporate Strategy",Feb 2015 - Oct 2018
,Veera Lokesh Ayireddy,Enzen Global Solutions,"Senior Manager Corporate Strategy, Head - New Business Initiatives",Jul 2012 - Feb 2015
,Veera Lokesh Ayireddy,KPMG Business Advisory Services,Senior Consultant,Jun 2007 - Nov 2011
,Veera Lokesh Ayireddy,Cognizant Technology Solutions,Business Analyst (Summer Trainee),Apr 2006 - Jun 2006
,Veera Lokesh Ayireddy,Wipro Technologies,Business Analyst,Jan 2002 - Jun 2005
,Vibhav Dhawan,Positive Moves Consulting Pte Ltd,Partner,Apr 1999 - Present
,Vibhav Dhawan,StashFin,Seed Investor,Jan 2016 - Present
,Vibhav Dhawan,Fusion Sporting Ventures Pvt Ltd,Director,Jan 2013 - Present
,Vibhav Dhawan,Gow & Partners,Partner,Jan 2007 - Dec 2008
,Vibhav Dhawan,Fusion Management Services,Director,Jan 1995 - Dec 1999
,Vijay Thadani,NIIT Ltd,Vice Chairman & Managing Director,Dec 1981 - Present
,Vijay Thadani,Keltron Ltd,Regional Manager West,Jul 1974 - Dec 1981
,Vikaash Khdloya,Boundless Capital,Founder,Jul 2023 - Present
,Vikaash Khdloya,Table Space,Senior Advisor to Board,Sep 2024 - Present
,Vikaash Khdloya,TIGER 21,Founding Chair,Jan 2025 - Present
,Vikaash Khdloya,YPO,Member,Jul 2022 - Present
,Vikaash Khdloya,Embassy REIT,Chief Executive Officer,Apr 2019 - Jun 2023
,Vikaash Khdloya,Blackstone,Managing Director,Dec 2011 - Mar 2019
,Vikaash Khdloya,Piramal Capital & Housing Finance,Vice President,Dec 2007 - Dec 2011
,Vikaash Khdloya,Gameshastra,Chief Financial Officer,May 2007 - Dec 2007
,Vikaash Khdloya,EY,"Senior Associate - Advisory, Due Diligence & Investigation",Sep 2001 - Apr 2007
,Vikas Bhadoria,McKinsey & Company,Director (Senior Partner),May 2000 - Dec 2024
,Vikas Bhadoria,Procter & Gamble,Summer trainee,Jan 1999 - Dec 1999
,Vikas Bhadoria,Bosch group,Product manager,Jan 1996 - Dec 1998
,Vikas Bhadoria,Robert Bosch (MICO),Product Manager,Jan 1996 - Dec 1998
,Vikas D Nahar,Happilo,Founder & CEO,Jan 2016 - Present
,Vikas D Nahar,Satvikk Speciality Foods (P) Ltd,Managing Director,Aug 2010 - Feb 2015
,Vikas D Nahar,Jain Group (P) Ltd,Senior Import Manager - Asia,May 2005 - May 2008
,Vikash Mittersain,Nazara Technologies,Chairman & Managing Director,Jan 1999 - Present
,Vikash Mittersain,Hon. Consul General for the Republic of Mali,Honorary Consul General, - 
,Vikash Mittersain,India Business Group (IBG),Founder President, - 
,Vikram Vuppala,NephroPlus,Founder Chairman & Managing Director,Jan 2010 - Present
,Vikram Vuppala,McKinsey & Company,Senior Associate,Aug 2007 - Jul 2009
,Vikram Vuppala,Abbott Laboratories,Associate Manager,Apr 2004 - May 2006
,Vikram Vuppala,ZS Associates,Business Analyst,Sep 2001 - Mar 2004
,Vinay Chatlani,Rush Productions,Founder and CEO,Aug 2020 - Present
,Vinay Chatlani,Soch Apparels Pvt. Ltd.,Co-Founder and CEO,Feb 2003 - Present
,Vinay Chatlani,"Rush Productions, Miami",Co-Founder,Jan 2002 - Dec 2004
,Vinay Goyal,Instavans,Founder & CEO,Apr 2015 - Present
,Vinay Goyal,SmarTruck KSA,"CEO & Founder SmarTruck, MENA",Dec 2021 - Present
,Vinay Goyal,Group SER,CEO & Managing Partner,Sep 1995 - Mar 2015
,Vinay Jain,Witty Group of Institutions,Trustee, - 
,Vinay Shah,Mosaic Capital Services Pvt Ltd,Co-Founder and Director,Oct 2002 - Present
,Vinay Shah,Acumen Fund,"Member, India Advisory Board",Jun 2006 - Dec 2013
,Vinay Shah,Ambit Corporate Finance Pte Ltd,Director,Oct 1997 - Oct 2002
,Vinay Shah,Arthur Andersen,Senior Manager,Jul 1996 - Sep 1997
,Vinay Shah,Coopers & Lybrand,Managing Consultant,Oct 1991 - Jun 1996
,Vineet Gautam,Bestseller India,Chief Executive Officer,Jan 2010 - Dec 2024
,Vineet Gautam,Etisalat Telecom Pvt. Ltd.,National Head Retail (Associate Vice President),Oct 2009 - Jan 2010
,Vineet Gautam,Benetton Group,Business Head,Apr 2007 - Sep 2009
,Vineet Gautam,Idea Cellular Ltd,Senior Manager - Idea n U (Showrooms),May 2003 - Mar 2007
,Vineet Gautam,Wills Lifestyle - India,Operations Manager,Jan 2001 - Dec 2003
,Vineet Gautam,Cafe Coffee Day,Ops manager,Jan 2001 - Dec 2001
,Vineet Gautam,Domino's Pizza,Store Manager,Jan 1999 - Dec 2000
,Vinit Agarwal,Coast To Coast Designs (P) Ltd,Managing Director, - 
,Viraj Savant,Idealake,CEO,Sep 2000 - Present
,Viraj Savant,DBS Internet Services Pvt Ltd,Director - Marketing,Jan 1995 - Dec 2000
,Virendra Kumar Jayaswal,Shriram Pistons & Rings Ltd.,Executive Director, - 
,Vishal Dixit,Adya.Care,Co-Founder & CEO,Dec 2021 - Present
,Vishal Dixit,LocoNav (BT TechLabs Pvt Ltd),Early Investor and Mentor,Jan 2016 - Oct 2018
,Vishal Dixit,Cityflo,Early Investor and Mentor,Jan 2016 - Sep 2018
,Vishal Dixit,PlayShifu,First Investor and Mentor,Jan 2016 - Aug 2018
,Vishal Dixit,Genius Learning Labs,First Investor and Mentor,Jan 2016 - Jul 2018
,Vishal Dixit,DocTalk Solutions Inc,First Investor and Mentor,Jan 2016 - Dec 2018
,Vishal Dixit,FORZA LOGISTICS,First Investor and Mentor,Jan 2016 - Dec 2018
,Vishal Dixit,Patch_us,First Investor and Mentor,Jan 2016 - Dec 2018
,Vishal Dixit,Omidyar Network,Sr. Advisor,Dec 2016 - Dec 2017
,Vishal Dixit,Mayfield Fund,Partner,Sep 2013 - Jun 2016
,Vishal Dixit,Simplilearn.com,Member of the Board,Mar 2015 - Jan 2016
,Vishal Dixit,Dozee,Early Investor and Mentor,Jan 2016 - Dec 2016
,Vishal Dixit,Centum Learning Limited (Bharti Airtel Group),Member of the Board,Mar 2014 - Dec 2015
,Vishal Dixit,WorkSkills India Limited,Member of the Board,Mar 2014 - Dec 2015
,Vishal Dixit,PEBS Pennar,Member of the Board,Apr 2013 - Aug 2013
,Vishal Dixit,e2E Rail,Member of the Board,Mar 2012 - Aug 2013
,Vishal Dixit,Aizant Drug Research Solutions Pvt Ltd,Member of the Board,Mar 2011 - Aug 2013
,Vishal Dixit,"Zephyr Management, L.P.",Director,Sep 2009 - Aug 2013
,Vishal Ostwal,SV Electricals,Managing Partner,Jul 2017 - Present
,Vishal Ostwal,Deekay Electricals,Management Team,Apr 2003 - Present
,Vishal Ostwal,Deutsche Bank,Sales Executive,Apr 2006 - Sep 2006
,Vishnu Tambi,Excellon Software,CEO,Jan 2007 - Present
,Vishrut B.,ValueQuest Investment Advisors,Private Equity,Nov 2024 - Present
,Vishrut B.,77 Capital,Investor,Sep 2022 - Nov 2024
,Vishrut B.,Verak,Product,Jan 2020 - Dec 2022
,Vishrut B.,Muse Capital,Investor,Jan 2019 - Dec 2020
,Vishrut B.,Aditya Birla Sun Life Mutual Fund (ABSLMF),Intern,Jun 2018 - Aug 2018
,Vishrut B.,JM Financial,Intern,Jun 2017 - Aug 2017
,Vismay Agrawal,Alfa Industries,Sales Director,Jul 2014 - Present
,Vismay Agrawal,Lexcorp Technologies,Self-employed,Jul 2014 - Present
,Vismay Agrawal,"Ahmedabad Area, India",Co-Founder,Sep 2016 - Present
,Vivek Lath,GoQuest Media Ventures,Founder and Managing Director,Feb 2013 - Present
,Vivek Lath,Lattu Kids,Co-Founder,Apr 2017 - Present
,Vivek Lath,Cinergy Pictures,"Head - Distribution, Syndication & Consulting",Jan 2010 - Dec 2012
,Vivek Lath,Intellex Marketing,Founder and CEO,Sep 2008 - Nov 2009
,Vivek Lath,Tata Sky Ltd,"Manager, Business Development and Acquisition",Feb 2007 - Sep 2008
,Vivek Lath,Cannondale Associates,Project Team Leader,Sep 2004 - Jan 2007
,Vivek Matthai,Consultancy in Mumbai,"Consultant in Dairy, Food, Beverages industry",Jul 2011 - Present
,Vivek Matthai,Mount Everest Mineral Water Limited,Assistant Vice President (Sales),Nov 2007 - Jun 2011
,Vivek Matthai,Bisleri International Pvt Ltd,General Manager - Marketing & Franchising,May 2007 - Sep 2007
,Vivek Matthai,Gujarat Co-operative Milk Marketing Federation Ltd,Assistant General Manager,Jul 1980 - Apr 2007
,Vivek Mohan,TPG,Managing Director (BU Partner),Sep 2019 - Present
,Vivek Mohan,TA Associates,Vice President,Sep 2012 - Sep 2019
,Vivek Mohan,Indira IVF Group,Investor and Board observer,Mar 2019 - Aug 2019
,Vivek Mohan,Fincare Small Finance Bank,Investor,Feb 2017 - Aug 2019
,Vivek Mohan,RateGain,Investor and board member,Jan 2015 - Aug 2019
,Vivek Mohan,BillDesk,Investor,Jan 2014 - Aug 2019
,Vivek Mohan,Fractal Analytics,Investor and Board observer,Jul 2013 - Mar 2019
,Vivek Mohan,Morgan Stanley,Associate,Jan 2010 - Aug 2012
,Vivek Mohan,Macquarie Capital,Analyst,Jan 2008 - Dec 2009
,Vivek Mohan,Goldman Sachs,Analyst,Jan 2007 - Dec 2007
,Vivek Mohan,The Everest Group,Research Analyst,Jan 2005 - Dec 2006
,Vivek N Gour,Sri Sathya Sai Health & Education Trust,"Member, Board of Trustees",Jan 2020 - Present
,Vivek N Gour,IndiaMART InterMESH Limited,"Board of Directors, Chair of the Audit Committee",Jan 2018 - Present
,Vivek N Gour,Affle,"Board of Directors, Chair of the Audit Committee",Jan 2018 - Present
,Vivek N Gour,Cyient,"Board of Directors, Chair of the Audit Committee",Jan 2019 - Present
,Vivek N Gour,ASK Group,"Board of Directors, Chair of the Audit Committee",Jan 2018 - Dec 2022
,Vivek N Gour,MakeMyTrip.com,"Board of Directors, Chair of the Audit Committee",Jan 2010 - Dec 2019
,Vivek N Gour,Empire Aviation Group,"Chairman, Board of Directors",Jan 2012 - Dec 2018
,Vivek N Gour,Air Works Group,Managing Director & CEO,Jan 2010 - Dec 2018
,Vivek N Gour,Genpact Limited,Founding Global Chief Financial Officer,Jan 2005 - Dec 2010
,Vivek N Gour,General Electric,"Chief Financial Officer, Global Business Processes, USA & GECIS (now Genpact), India",Jan 1997 - Dec 2005
,Vivek Sunder,Kerala Ayurveda Limited,Chief Executive Officer,Oct 2023 - Present
